"year","school","gender","test","level","avg_score","pass_rate","fail_rate"
"2009-2010","Waterman Elementary","","English Reading","4",459,81.01,18.99
"2009-2010","Waterman Elementary","","English Reading","",473,86.71,13.29
"2009-2010","Waterman Elementary","","History","3",538,98.15,1.85
"2009-2010","Waterman Elementary","","History","CST",456,84.21,15.79
"2009-2010","Waterman Elementary","","History","",489,90.08,9.92
"2009-2010","Waterman Elementary","","Mathematics","3",489,96.3,3.7
"2009-2010","Waterman Elementary","","Mathematics","4",468,90.91,9.09
"2009-2010","Waterman Elementary","","Mathematics","",479,93.67,6.33
"2009-2010","Waterman Elementary","","Science","3",474,93.75,6.25
"2009-2010","Waterman Elementary","","Science","",474,93.75,6.25
"2009-2010","Waterman Elementary","","","",473,86.71,13.29
"2009-2010","Waterman Elementary","","","",474,93.75,6.25
"2009-2010","Waterman Elementary","","","",479,93.67,6.33
"2009-2010","Waterman Elementary","","","",489,90.08,9.92
"2009-2010","","F","Algebra I","EOC",479,96.25,3.75
"2009-2010","","F","Algebra I","",479,96.25,3.75
"2009-2010","","F","Algebra II","EOC",451,86.46,13.54
"2009-2010","","F","Algebra II","",451,86.46,13.54
"2009-2010","","F","Biology","EOC",443,89.76,10.24
"2009-2010","","F","Biology","",443,89.76,10.24
"2009-2010","","F","Chemistry","EOC",454,94.9,5.1
"2009-2010","","F","Chemistry","",454,94.9,5.1
"2009-2010","","F","Civics & Econ","CST",430,64.03,35.97
"2009-2010","","F","Civics & Econ","",430,64.03,35.97
"2009-2010","","F","Earth Science","EOC",456,85.9,14.1
"2009-2010","","F","Earth Science","",456,85.9,14.1
"2009-2010","","F","English Reading","3",486,89.24,10.76
"2009-2010","","F","English Reading","4",492,91.72,8.28
"2009-2010","","F","English Reading","5",468,87.23,12.77
"2009-2010","","F","English Reading","6",478,82.88,17.12
"2009-2010","","F","English Reading","7",477,85.56,14.44
"2009-2010","","F","English Reading","8",482,89.8,10.2
"2009-2010","","F","English Reading","EOC",473,93.79,6.21
"2009-2010","","F","English Reading","",479,88.58,11.42
"2009-2010","","F","Geography","EOC",452,87.5,12.5
"2009-2010","","F","Geography","",452,87.5,12.5
"2009-2010","","F","Geometry","EOC",476,92.86,7.14
"2009-2010","","F","Geometry","",476,92.86,7.14
"2009-2010","","F","History","3",520,91.61,8.39
"2009-2010","","F","History","CST",469,84.94,15.06
"2009-2010","","F","History","",493,88.22,11.78
"2009-2010","","F","Mathematics","3",490,90.57,9.43
"2009-2010","","F","Mathematics","4",506,92.9,7.1
"2009-2010","","F","Mathematics","5",473,79.44,20.56
"2009-2010","","F","Mathematics","6",462,77.02,22.98
"2009-2010","","F","Mathematics","7",468,73.65,26.35
"2009-2010","","F","Mathematics","8",493,86.18,13.82
"2009-2010","","F","Mathematics","",482,83.41,16.59
"2009-2010","","F","Science","3",472,88.39,11.61
"2009-2010","","F","Science","5",467,79.29,20.71
"2009-2010","","F","Science","8",453,83.22,16.78
"2009-2010","","F","Science","",464,83.79,16.21
"2009-2010","","F","US History I","CST",426,60,40
"2009-2010","","F","US History I","",426,60,40
"2009-2010","","F","US History II","CST",491,86.36,13.64
"2009-2010","","F","US History II","",491,86.36,13.64
"2009-2010","","F","VA & US History","EOC",468,91.3,8.7
"2009-2010","","F","VA & US History","",468,91.3,8.7
"2009-2010","","F","World History I","EOC",479,93.67,6.33
"2009-2010","","F","World History I","",479,93.67,6.33
"2009-2010","","F","World History II","EOC",475,95.65,4.35
"2009-2010","","F","World History II","",475,95.65,4.35
"2009-2010","","F","Writing","5",466,86.78,13.22
"2009-2010","","F","Writing","8",432,89.12,10.88
"2009-2010","","F","Writing","EOC",477,93.92,6.08
"2009-2010","","F","Writing","",458,90.14,9.86
"2009-2010","","F","","",458,86.45,13.55
"2009-2010","","F","","",458,90.14,9.86
"2009-2010","","F","","",470,83.23,16.77
"2009-2010","","F","","",478,86.27,13.73
"2009-2010","","F","","",479,88.58,11.42
"2009-2010","","M","Algebra I","EOC",471,95.35,4.65
"2009-2010","","M","Algebra I","",471,95.35,4.65
"2009-2010","","M","Algebra II","EOC",453,89.71,10.29
"2009-2010","","M","Algebra II","",453,89.71,10.29
"2009-2010","","M","Biology","EOC",459,92.59,7.41
"2009-2010","","M","Biology","",459,92.59,7.41
"2009-2010","","M","Chemistry","EOC",469,97.56,2.44
"2009-2010","","M","Chemistry","",469,97.56,2.44
"2009-2010","","M","Civics & Econ","CST",454,69.29,30.71
"2009-2010","","M","Civics & Econ","",454,69.29,30.71
"2009-2010","","M","Earth Science","EOC",461,89.57,10.43
"2009-2010","","M","Earth Science","",461,89.57,10.43
"2009-2010","","M","English Reading","3",482,86.81,13.19
"2009-2010","","M","English Reading","4",482,86.39,13.61
"2009-2010","","M","English Reading","5",466,79.89,20.11
"2009-2010","","M","English Reading","6",467,82.55,17.45
"2009-2010","","M","English Reading","7",457,79.55,20.45
"2009-2010","","M","English Reading","8",485,92,8
"2009-2010","","M","English Reading","EOC",470,86.3,13.7
"2009-2010","","M","English Reading","",473,84.85,15.15
"2009-2010","","M","Geography","EOC",428,68.75,31.25
"2009-2010","","M","Geography","",428,68.75,31.25
"2009-2010","","M","Geometry","EOC",477,90.64,9.36
"2009-2010","","M","Geometry","",477,90.64,9.36
"2009-2010","","M","History","3",529,94.67,5.33
"2009-2010","","M","History","CST",475,87.2,12.8
"2009-2010","","M","History","",503,91.3,8.7
"2009-2010","","M","Mathematics","3",490,94.62,5.38
"2009-2010","","M","Mathematics","4",495,88.48,11.52
"2009-2010","","M","Mathematics","5",469,82.81,17.19
"2009-2010","","M","Mathematics","6",464,74.4,25.6
"2009-2010","","M","Mathematics","7",447,71.88,28.13
"2009-2010","","M","Mathematics","8",495,86.61,13.39
"2009-2010","","M","Mathematics","",478,83.66,16.34
"2009-2010","","M","Science","3",476,87.17,12.83
"2009-2010","","M","Science","5",478,89.08,10.92
"2009-2010","","M","Science","8",469,87.25,12.75
"2009-2010","","M","Science","",475,87.94,12.06
"2009-2010","","M","US History I","CST",440,65.19,34.81
"2009-2010","","M","US History I","",440,65.19,34.81
"2009-2010","","M","US History II","CST",486,88.19,11.81
"2009-2010","","M","US History II","",486,88.19,11.81
"2009-2010","","M","VA & US History","EOC",483,94.4,5.6
"2009-2010","","M","VA & US History","",483,94.4,5.6
"2009-2010","","M","World History I","EOC",484,93.41,6.59
"2009-2010","","M","World History I","",484,93.41,6.59
"2009-2010","","M","World History II","EOC",525,100,0
"2009-2010","","M","World History II","",525,100,0
"2009-2010","","M","Writing","5",447,76.06,23.94
"2009-2010","","M","Writing","8",422,82.14,17.86
"2009-2010","","M","Writing","EOC",463,91.5,8.5
"2009-2010","","M","Writing","",445,83.45,16.55
"2009-2010","","M","","",445,83.45,16.55
"2009-2010","","M","","",469,89.82,10.18
"2009-2010","","M","","",473,84.85,15.15
"2009-2010","","M","","",475,86.41,13.59
"2009-2010","","M","","",482,86.03,13.97
"2009-2010","","","Algebra I","EOC",474,95.78,4.22
"2009-2010","","","Algebra I","",474,95.78,4.22
"2009-2010","","","Algebra II","EOC",452,87.8,12.2
"2009-2010","","","Algebra II","",452,87.8,12.2
"2009-2010","","","Biology","EOC",451,91.22,8.78
"2009-2010","","","Biology","",451,91.22,8.78
"2009-2010","","","Chemistry","EOC",461,96.11,3.89
"2009-2010","","","Chemistry","",461,96.11,3.89
"2009-2010","","","Civics & Econ","CST",442,66.67,33.33
"2009-2010","","","Civics & Econ","",442,66.67,33.33
"2009-2010","","","Earth Science","EOC",458,87.77,12.23
"2009-2010","","","Earth Science","",458,87.77,12.23
"2009-2010","","","English Reading","3",484,87.94,12.06
"2009-2010","","","English Reading","4",487,89.05,10.95
"2009-2010","","","English Reading","5",467,83.17,16.83
"2009-2010","","","English Reading","6",473,82.71,17.29
"2009-2010","","","English Reading","7",469,83.01,16.99
"2009-2010","","","English Reading","8",483,90.91,9.09
"2009-2010","","","English Reading","EOC",471,90.03,9.97
"2009-2010","","","English Reading","",476,86.7,13.3
"2009-2010","","","Geography","EOC",440,78.13,21.88
"2009-2010","","","Geography","",440,78.13,21.88
"2009-2010","","","Geometry","EOC",476,91.64,8.36
"2009-2010","","","Geometry","",476,91.64,8.36
"2009-2010","","","History","3",525,93.27,6.73
"2009-2010","","","History","CST",472,86.06,13.94
"2009-2010","","","History","",498,89.83,10.17
"2009-2010","","","Mathematics","3",490,92.75,7.25
"2009-2010","","","Mathematics","4",500,90.72,9.28
"2009-2010","","","Mathematics","5",471,81.28,18.72
"2009-2010","","","Mathematics","6",463,75.68,24.32
"2009-2010","","","Mathematics","7",459,72.88,27.12
"2009-2010","","","Mathematics","8",494,86.4,13.6
"2009-2010","","","Mathematics","",480,83.54,16.46
"2009-2010","","","Science","3",474,87.72,12.28
"2009-2010","","","Science","5",473,84.71,15.29
"2009-2010","","","Science","8",461,85.27,14.73
"2009-2010","","","Science","",470,86.03,13.97
"2009-2010","","","US History I","CST",433,62.59,37.41
"2009-2010","","","US History I","",433,62.59,37.41
"2009-2010","","","US History II","CST",489,87.13,12.87
"2009-2010","","","US History II","",489,87.13,12.87
"2009-2010","","","VA & US History","EOC",475,92.78,7.22
"2009-2010","","","VA & US History","",475,92.78,7.22
"2009-2010","","","World History I","EOC",481,93.54,6.46
"2009-2010","","","World History I","",481,93.54,6.46
"2009-2010","","","World History II","EOC",501,97.93,2.07
"2009-2010","","","World History II","",501,97.93,2.07
"2009-2010","","","Writing","5",456,80.99,19.01
"2009-2010","","","Writing","8",427,85.71,14.29
"2009-2010","","","Writing","EOC",470,92.69,7.31
"2009-2010","","","Writing","",451,86.72,13.28
"2009-2010","","","","",451,86.72,13.28
"2009-2010","","","","",464,88.21,11.79
"2009-2010","","","","",476,84.62,15.38
"2009-2010","","","","",476,86.7,13.3
"2009-2010","","","","",477,86.34,13.66
"2010-2011","Harrisonburg High","F","Algebra I","EOC",443,90.21,9.79
"2010-2011","Harrisonburg High","F","Algebra I","",443,90.21,9.79
"2010-2011","Harrisonburg High","F","Algebra II","EOC",458,83.67,16.33
"2010-2011","Harrisonburg High","F","Algebra II","",458,83.67,16.33
"2010-2011","Harrisonburg High","F","Biology","EOC",444,88.73,11.27
"2010-2011","Harrisonburg High","F","Biology","",444,88.73,11.27
"2010-2011","Harrisonburg High","F","Chemistry","EOC",447,90.63,9.38
"2010-2011","Harrisonburg High","F","Chemistry","",447,90.63,9.38
"2010-2011","Harrisonburg High","F","Earth Science","EOC",443,77.06,22.94
"2010-2011","Harrisonburg High","F","Earth Science","",443,77.06,22.94
"2010-2011","Harrisonburg High","F","English Reading","EOC",475,90.97,9.03
"2010-2011","Harrisonburg High","F","English Reading","",475,90.97,9.03
"2010-2011","Harrisonburg High","F","Geography","EOC",419,66.67,33.33
"2010-2011","Harrisonburg High","F","Geography","",419,66.67,33.33
"2010-2011","Harrisonburg High","F","Geometry","EOC",451,88.46,11.54
"2010-2011","Harrisonburg High","F","Geometry","",451,88.46,11.54
"2010-2011","Harrisonburg High","F","VA & US History","EOC",413,61.86,38.14
"2010-2011","Harrisonburg High","F","VA & US History","",413,61.86,38.14
"2010-2011","Harrisonburg High","F","World History I","EOC",424,68.71,31.29
"2010-2011","Harrisonburg High","F","World History I","",424,68.71,31.29
"2010-2011","Harrisonburg High","F","World History II","EOC",444,77.66,22.34
"2010-2011","Harrisonburg High","F","World History II","",444,77.66,22.34
"2010-2011","Harrisonburg High","F","Writing","EOC",479,94.33,5.67
"2010-2011","Harrisonburg High","F","Writing","",479,94.33,5.67
"2010-2011","Harrisonburg High","F","","",425,68.77,31.23
"2010-2011","Harrisonburg High","F","","",444,84.35,15.65
"2010-2011","Harrisonburg High","F","","",450,87.9,12.1
"2010-2011","Harrisonburg High","F","","",475,90.97,9.03
"2010-2011","Harrisonburg High","F","","",479,94.33,5.67
"2010-2011","Harrisonburg High","M","Algebra I","EOC",441,90.96,9.04
"2010-2011","Harrisonburg High","M","Algebra I","",441,90.96,9.04
"2010-2011","Harrisonburg High","M","Algebra II","EOC",461,88.46,11.54
"2010-2011","Harrisonburg High","M","Algebra II","",461,88.46,11.54
"2010-2011","Harrisonburg High","M","Biology","EOC",448,87.58,12.42
"2010-2011","Harrisonburg High","M","Biology","",448,87.58,12.42
"2010-2011","Harrisonburg High","M","Chemistry","EOC",464,91.09,8.91
"2010-2011","Harrisonburg High","M","Chemistry","",464,91.09,8.91
"2010-2011","Harrisonburg High","M","Earth Science","EOC",454,85.42,14.58
"2010-2011","Harrisonburg High","M","Earth Science","",454,85.42,14.58
"2010-2011","Harrisonburg High","M","English Reading","EOC",473,86.08,13.92
"2010-2011","Harrisonburg High","M","English Reading","",473,86.08,13.92
"2010-2011","Harrisonburg High","M","Geography","EOC",451,82.35,17.65
"2010-2011","Harrisonburg High","M","Geography","",451,82.35,17.65
"2010-2011","Harrisonburg High","M","Geometry","EOC",458,90.07,9.93
"2010-2011","Harrisonburg High","M","Geometry","",458,90.07,9.93
"2010-2011","Harrisonburg High","M","VA & US History","EOC",436,77.46,22.54
"2010-2011","Harrisonburg High","M","VA & US History","",436,77.46,22.54
"2010-2011","Harrisonburg High","M","World History I","EOC",434,72.51,27.49
"2010-2011","Harrisonburg High","M","World History I","",434,72.51,27.49
"2010-2011","Harrisonburg High","M","World History II","EOC",469,88.17,11.83
"2010-2011","Harrisonburg High","M","World History II","",469,88.17,11.83
"2010-2011","Harrisonburg High","M","Writing","EOC",468,89.44,10.56
"2010-2011","Harrisonburg High","M","Writing","",468,89.44,10.56
"2010-2011","Harrisonburg High","M","","",443,78.22,21.78
"2010-2011","Harrisonburg High","M","","",452,89.88,10.12
"2010-2011","Harrisonburg High","M","","",454,87.56,12.44
"2010-2011","Harrisonburg High","M","","",468,89.44,10.56
"2010-2011","Harrisonburg High","M","","",473,86.08,13.92
"2010-2011","Harrisonburg High","","Algebra I","EOC",442,90.61,9.39
"2010-2011","Harrisonburg High","","Algebra I","",442,90.61,9.39
"2010-2011","Harrisonburg High","","Algebra II","EOC",460,86.14,13.86
"2010-2011","Harrisonburg High","","Algebra II","",460,86.14,13.86
"2010-2011","Harrisonburg High","","Biology","EOC",446,88.14,11.86
"2010-2011","Harrisonburg High","","Biology","",446,88.14,11.86
"2010-2011","Harrisonburg High","","Chemistry","EOC",455,90.86,9.14
"2010-2011","Harrisonburg High","","Chemistry","",455,90.86,9.14
"2010-2011","Harrisonburg High","","Earth Science","EOC",449,81.49,18.51
"2010-2011","Harrisonburg High","","Earth Science","",449,81.49,18.51
"2010-2011","Harrisonburg High","","English Reading","EOC",474,88.41,11.59
"2010-2011","Harrisonburg High","","English Reading","",474,88.41,11.59
"2010-2011","Harrisonburg High","","Geography","EOC",433,73.68,26.32
"2010-2011","Harrisonburg High","","Geography","",433,73.68,26.32
"2010-2011","Harrisonburg High","","Geometry","EOC",455,89.3,10.7
"2010-2011","Harrisonburg High","","Geometry","",455,89.3,10.7
"2010-2011","Harrisonburg High","","VA & US History","EOC",426,70.38,29.62
"2010-2011","Harrisonburg High","","VA & US History","",426,70.38,29.62
"2010-2011","Harrisonburg High","","World History I","EOC",430,70.75,29.25
"2010-2011","Harrisonburg High","","World History I","",430,70.75,29.25
"2010-2011","Harrisonburg High","","World History II","EOC",457,82.89,17.11
"2010-2011","Harrisonburg High","","World History II","",457,82.89,17.11
"2010-2011","Harrisonburg High","","Writing","EOC",473,91.72,8.28
"2010-2011","Harrisonburg High","","Writing","",473,91.72,8.28
"2010-2011","Harrisonburg High","","","",435,73.76,26.24
"2010-2011","Harrisonburg High","","","",449,86.03,13.97
"2010-2011","Harrisonburg High","","","",451,88.95,11.05
"2010-2011","Harrisonburg High","","","",473,91.72,8.28
"2010-2011","Harrisonburg High","","","",474,88.41,11.59
"2010-2011","Keister Elementary","F","English Reading","3",482,89.19,10.81
"2010-2011","Keister Elementary","F","English Reading","4",449,73.68,26.32
"2010-2011","Keister Elementary","F","English Reading","",465,81.33,18.67
"2010-2011","Keister Elementary","F","History","3",468,89.19,10.81
"2010-2011","Keister Elementary","F","History","",468,89.19,10.81
"2010-2011","Keister Elementary","F","Mathematics","3",501,86.49,13.51
"2010-2011","Keister Elementary","F","Mathematics","4",495,89.47,10.53
"2010-2011","Keister Elementary","F","Mathematics","",498,88,12
"2010-2011","Keister Elementary","F","Science","3",488,91.89,8.11
"2010-2011","Keister Elementary","F","Science","",488,91.89,8.11
"2010-2011","Keister Elementary","F","VA Studies","CST",449,78.95,21.05
"2010-2011","Keister Elementary","F","VA Studies","",449,78.95,21.05
"2010-2011","Keister Elementary","F","","",459,84,16
"2010-2011","Keister Elementary","F","","",465,81.33,18.67
"2010-2011","Keister Elementary","F","","",488,91.89,8.11
"2010-2011","Keister Elementary","F","","",498,88,12
"2010-2011","Keister Elementary","M","English Reading","3",444,67.5,32.5
"2010-2011","Keister Elementary","M","English Reading","4",476,86.84,13.16
"2010-2011","Keister Elementary","M","English Reading","",460,76.92,23.08
"2010-2011","Keister Elementary","M","History","3",464,82.5,17.5
"2010-2011","Keister Elementary","M","History","",464,82.5,17.5
"2010-2011","Keister Elementary","M","Mathematics","3",484,85,15
"2010-2011","Keister Elementary","M","Mathematics","4",533,100,0
"2010-2011","Keister Elementary","M","Mathematics","",508,92.31,7.69
"2010-2011","Keister Elementary","M","Science","3",478,87.5,12.5
"2010-2011","Keister Elementary","M","Science","",478,87.5,12.5
"2010-2011","Keister Elementary","M","VA Studies","CST",494,94.74,5.26
"2010-2011","Keister Elementary","M","VA Studies","",494,94.74,5.26
"2010-2011","Keister Elementary","M","","",460,76.92,23.08
"2010-2011","Keister Elementary","M","","",478,87.5,12.5
"2010-2011","Keister Elementary","M","","",479,88.46,11.54
"2010-2011","Keister Elementary","M","","",508,92.31,7.69
"2010-2011","Keister Elementary","","English Reading","3",463,77.92,22.08
"2010-2011","Keister Elementary","","English Reading","4",463,80.26,19.74
"2010-2011","Keister Elementary","","English Reading","",463,79.08,20.92
"2010-2011","Keister Elementary","","History","3",466,85.71,14.29
"2010-2011","Keister Elementary","","History","",466,85.71,14.29
"2010-2011","Keister Elementary","","Mathematics","3",492,85.71,14.29
"2010-2011","Keister Elementary","","Mathematics","4",514,94.74,5.26
"2010-2011","Keister Elementary","","Mathematics","",503,90.2,9.8
"2010-2011","Keister Elementary","","Science","3",483,89.61,10.39
"2010-2011","Keister Elementary","","Science","",483,89.61,10.39
"2010-2011","Keister Elementary","","VA Studies","CST",472,86.84,13.16
"2010-2011","Keister Elementary","","VA Studies","",472,86.84,13.16
"2010-2011","Keister Elementary","","","",463,79.08,20.92
"2010-2011","Keister Elementary","","","",469,86.27,13.73
"2010-2011","Keister Elementary","","","",483,89.61,10.39
"2010-2011","Keister Elementary","","","",503,90.2,9.8
"2010-2011","Skyline Middle","F","Algebra I","EOC",542,100,0
"2010-2011","Skyline Middle","F","Algebra I","",542,100,0
"2010-2011","Skyline Middle","F","Civics & Econ","CST",458,85.07,14.93
"2010-2011","Skyline Middle","F","Civics & Econ","",458,85.07,14.93
"2010-2011","Skyline Middle","F","English Reading","5",466,78.33,21.67
"2010-2011","Skyline Middle","F","English Reading","6",481,90.16,9.84
"2010-2011","Skyline Middle","F","English Reading","7",472,85.07,14.93
"2010-2011","Skyline Middle","F","English Reading","8",490,92.86,7.14
"2010-2011","Skyline Middle","F","English Reading","",478,86.82,13.18
"2010-2011","Skyline Middle","F","Mathematics","5",512,92.45,7.55
"2010-2011","Skyline Middle","F","Mathematics","6",464,70,30
"2010-2011","Skyline Middle","F","Mathematics","7",486,89.06,10.94
"2010-2011","Skyline Middle","F","Mathematics","8",533,94.74,5.26
"2010-2011","Skyline Middle","F","Mathematics","",497,86.32,13.68
"2010-2011","Skyline Middle","F","Science","5",478,88.33,11.67
"2010-2011","Skyline Middle","F","Science","8",463,85.51,14.49
"2010-2011","Skyline Middle","F","Science","",469,86.82,13.18
"2010-2011","Skyline Middle","F","US History I","CST",453,71.93,28.07
"2010-2011","Skyline Middle","F","US History I","",453,71.93,28.07
"2010-2011","Skyline Middle","F","US History II","CST",460,80.3,19.7
"2010-2011","Skyline Middle","F","US History II","",460,80.3,19.7
"2010-2011","Skyline Middle","F","Writing","5",490,93.75,6.25
"2010-2011","Skyline Middle","F","Writing","8",447,91.18,8.82
"2010-2011","Skyline Middle","F","Writing","",464,92.24,7.76
"2010-2011","Skyline Middle","F","","",457,79.47,20.53
"2010-2011","Skyline Middle","F","","",464,92.24,7.76
"2010-2011","Skyline Middle","F","","",469,86.82,13.18
"2010-2011","Skyline Middle","F","","",478,86.82,13.18
"2010-2011","Skyline Middle","F","","",501,87.5,12.5
"2010-2011","Skyline Middle","M","Civics & Econ","CST",446,77.78,22.22
"2010-2011","Skyline Middle","M","Civics & Econ","",446,77.78,22.22
"2010-2011","Skyline Middle","M","English Reading","5",455,78.67,21.33
"2010-2011","Skyline Middle","M","English Reading","6",437,70.69,29.31
"2010-2011","Skyline Middle","M","English Reading","7",448,84.21,15.79
"2010-2011","Skyline Middle","M","English Reading","8",454,76.6,23.4
"2010-2011","Skyline Middle","M","English Reading","",449,77.64,22.36
"2010-2011","Skyline Middle","M","Mathematics","5",504,84.38,15.63
"2010-2011","Skyline Middle","M","Mathematics","6",438,60.66,39.34
"2010-2011","Skyline Middle","M","Mathematics","7",477,79.63,20.37
"2010-2011","Skyline Middle","M","Mathematics","8",516,89.13,10.87
"2010-2011","Skyline Middle","M","Mathematics","",482,77.78,22.22
"2010-2011","Skyline Middle","M","Science","5",493,90.79,9.21
"2010-2011","Skyline Middle","M","Science","8",467,91.49,8.51
"2010-2011","Skyline Middle","M","Science","",483,91.06,8.94
"2010-2011","Skyline Middle","M","US History I","CST",449,77.36,22.64
"2010-2011","Skyline Middle","M","US History I","",449,77.36,22.64
"2010-2011","Skyline Middle","M","US History II","CST",463,73.58,26.42
"2010-2011","Skyline Middle","M","US History II","",463,73.58,26.42
"2010-2011","Skyline Middle","M","Writing","5",464,91.8,8.2
"2010-2011","Skyline Middle","M","Writing","8",426,74.47,25.53
"2010-2011","Skyline Middle","M","Writing","",447,84.26,15.74
"2010-2011","Skyline Middle","M","","",447,84.26,15.74
"2010-2011","Skyline Middle","M","","",449,77.64,22.36
"2010-2011","Skyline Middle","M","","",453,76.13,23.87
"2010-2011","Skyline Middle","M","","",483,91.06,8.94
"2010-2011","Skyline Middle","M","","",486,78.99,21.01
"2010-2011","Skyline Middle","","Algebra I","EOC",543,100,0
"2010-2011","Skyline Middle","","Algebra I","",543,100,0
"2010-2011","Skyline Middle","","Civics & Econ","CST",453,82.14,17.86
"2010-2011","Skyline Middle","","Civics & Econ","",453,82.14,17.86
"2010-2011","Skyline Middle","","English Reading","5",460,78.52,21.48
"2010-2011","Skyline Middle","","English Reading","6",460,80.67,19.33
"2010-2011","Skyline Middle","","English Reading","7",462,84.68,15.32
"2010-2011","Skyline Middle","","English Reading","8",476,86.32,13.68
"2010-2011","Skyline Middle","","English Reading","",464,82.42,17.58
"2010-2011","Skyline Middle","","Geometry","EOC",554,100,0
"2010-2011","Skyline Middle","","Geometry","",554,100,0
"2010-2011","Skyline Middle","","Mathematics","5",507,88.03,11.97
"2010-2011","Skyline Middle","","Mathematics","6",451,65.29,34.71
"2010-2011","Skyline Middle","","Mathematics","7",482,84.75,15.25
"2010-2011","Skyline Middle","","Mathematics","8",525,92.23,7.77
"2010-2011","Skyline Middle","","Mathematics","",490,82.14,17.86
"2010-2011","Skyline Middle","","Science","5",486,89.71,10.29
"2010-2011","Skyline Middle","","Science","8",464,87.93,12.07
"2010-2011","Skyline Middle","","Science","",476,88.89,11.11
"2010-2011","Skyline Middle","","US History I","CST",451,74.55,25.45
"2010-2011","Skyline Middle","","US History I","",451,74.55,25.45
"2010-2011","Skyline Middle","","US History II","CST",462,77.31,22.69
"2010-2011","Skyline Middle","","US History II","",462,77.31,22.69
"2010-2011","Skyline Middle","","Writing","5",475,92.66,7.34
"2010-2011","Skyline Middle","","Writing","8",438,84.35,15.65
"2010-2011","Skyline Middle","","Writing","",456,88.39,11.61
"2010-2011","Skyline Middle","","","",455,77.97,22.03
"2010-2011","Skyline Middle","","","",456,88.39,11.61
"2010-2011","Skyline Middle","","","",464,82.42,17.58
"2010-2011","Skyline Middle","","","",476,88.89,11.11
"2010-2011","Skyline Middle","","","",494,83.4,16.6
"2010-2011","Smithland Elementary","F","English Reading","3",448,81.58,18.42
"2010-2011","Smithland Elementary","F","English Reading","4",444,69.7,30.3
"2010-2011","Smithland Elementary","F","English Reading","",446,76.06,23.94
"2010-2011","Smithland Elementary","F","History","3",454,78.38,21.62
"2010-2011","Smithland Elementary","F","History","",454,78.38,21.62
"2010-2011","Smithland Elementary","F","Mathematics","3",486,89.74,10.26
"2010-2011","Smithland Elementary","F","Mathematics","4",469,75.76,24.24
"2010-2011","Smithland Elementary","F","Mathematics","",478,83.33,16.67
"2010-2011","Smithland Elementary","F","Science","3",481,97.44,2.56
"2010-2011","Smithland Elementary","F","Science","",481,97.44,2.56
"2010-2011","Smithland Elementary","F","VA Studies","CST",449,82.35,17.65
"2010-2011","Smithland Elementary","F","VA Studies","",449,82.35,17.65
"2010-2011","Smithland Elementary","F","","",446,76.06,23.94
"2010-2011","Smithland Elementary","F","","",452,80.28,19.72
"2010-2011","Smithland Elementary","F","","",478,83.33,16.67
"2010-2011","Smithland Elementary","F","","",481,97.44,2.56
"2010-2011","Smithland Elementary","M","English Reading","3",434,69.44,30.56
"2010-2011","Smithland Elementary","M","English Reading","4",472,81.82,18.18
"2010-2011","Smithland Elementary","M","English Reading","",452,75.36,24.64
"2010-2011","Smithland Elementary","M","History","3",453,84.21,15.79
"2010-2011","Smithland Elementary","M","History","",453,84.21,15.79
"2010-2011","Smithland Elementary","M","Mathematics","3",464,84.62,15.38
"2010-2011","Smithland Elementary","M","Mathematics","4",507,91.18,8.82
"2010-2011","Smithland Elementary","M","Mathematics","",484,87.67,12.33
"2010-2011","Smithland Elementary","M","Science","3",455,82.5,17.5
"2010-2011","Smithland Elementary","M","Science","",455,82.5,17.5
"2010-2011","Smithland Elementary","M","VA Studies","CST",483,97.06,2.94
"2010-2011","Smithland Elementary","M","VA Studies","",483,97.06,2.94
"2010-2011","Smithland Elementary","M","","",452,75.36,24.64
"2010-2011","Smithland Elementary","M","","",455,82.5,17.5
"2010-2011","Smithland Elementary","M","","",467,90.28,9.72
"2010-2011","Smithland Elementary","M","","",484,87.67,12.33
"2010-2011","Smithland Elementary","","English Reading","3",441,75.68,24.32
"2010-2011","Smithland Elementary","","English Reading","4",458,75.76,24.24
"2010-2011","Smithland Elementary","","English Reading","",449,75.71,24.29
"2010-2011","Smithland Elementary","","History","3",454,81.33,18.67
"2010-2011","Smithland Elementary","","History","",454,81.33,18.67
"2010-2011","Smithland Elementary","","Mathematics","3",475,87.18,12.82
"2010-2011","Smithland Elementary","","Mathematics","4",489,83.58,16.42
"2010-2011","Smithland Elementary","","Mathematics","",481,85.52,14.48
"2010-2011","Smithland Elementary","","Science","3",468,89.87,10.13
"2010-2011","Smithland Elementary","","Science","",468,89.87,10.13
"2010-2011","Smithland Elementary","","VA Studies","CST",466,89.71,10.29
"2010-2011","Smithland Elementary","","VA Studies","",466,89.71,10.29
"2010-2011","Smithland Elementary","","","",449,75.71,24.29
"2010-2011","Smithland Elementary","","","",460,85.31,14.69
"2010-2011","Smithland Elementary","","","",468,89.87,10.13
"2010-2011","Smithland Elementary","","","",481,85.52,14.48
"2010-2011","Spotswood Elementary","F","English Reading","3",441,82.05,17.95
"2010-2011","Spotswood Elementary","F","English Reading","4",449,68,32
"2010-2011","Spotswood Elementary","F","English Reading","",444,76.56,23.44
"2010-2011","Spotswood Elementary","F","History","3",449,86.49,13.51
"2010-2011","Spotswood Elementary","F","History","",449,86.49,13.51
